path_id,path_name,gene_name,description
hsa05152,Tuberculosis,CAMK2D,calcium/calmodulin dependent protein kinase II delta [KO:K04515] [EC:2.7.11.17]
hsa05152,Tuberculosis,CAMK2G,calcium/calmodulin dependent protein kinase II gamma [KO:K04515] [EC:2.7.11.17]
hsa05152,Tuberculosis,IFNG,interferon gamma [KO:K04687]
hsa05152,Tuberculosis,IFNGR1,interferon gamma receptor 1 [KO:K05132]
hsa05152,Tuberculosis,IFNGR2,interferon gamma receptor 2 [KO:K05133]
hsa05152,Tuberculosis,JAK1,Janus kinase 1 [KO:K11217] [EC:2.7.10.2]
hsa05152,Tuberculosis,JAK2,Janus kinase 2 [KO:K04447] [EC:2.7.10.2]
hsa05152,Tuberculosis,STAT1,signal transducer and activator of transcription 1 [KO:K11220]
hsa05152,Tuberculosis,CIITA,class II major histocompatibility complex transactivator [KO:K08060] [EC:2.7.11.1]
hsa05152,Tuberculosis,RFX5,regulatory factor X5 [KO:K08061]
hsa05152,Tuberculosis,RFXANK,regulatory factor X associated ankyrin containing protein [KO:K08062]
hsa05152,Tuberculosis,RFXAP,regulatory factor X associated protein [KO:K08063]
hsa05152,Tuberculosis,NFYA,nuclear transcription factor Y subunit alpha [KO:K08064]
hsa05152,Tuberculosis,NFYB,nuclear transcription factor Y subunit beta [KO:K08065]
hsa05152,Tuberculosis,NFYC,nuclear transcription factor Y subunit gamma [KO:K08066]
hsa05152,Tuberculosis,CREB1,cAMP responsive element binding protein 1 [KO:K05870]
hsa05152,Tuberculosis,HLA-DMA,"major histocompatibility complex, class II, DM alpha [KO:K06752]"
hsa05152,Tuberculosis,HLA-DMB,"major histocompatibility complex, class II, DM beta [KO:K06752]"
hsa05152,Tuberculosis,HLA-DOA,"major histocompatibility complex, class II, DO alpha [KO:K06752]"
hsa05152,Tuberculosis,HLA-DOB,"major histocompatibility complex, class II, DO beta [KO:K06752]"
hsa05152,Tuberculosis,HLA-DPA1,"major histocompatibility complex, class II, DP alpha 1 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DPB1,"major histocompatibility complex, class II, DP beta 1 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DQA1,"major histocompatibility complex, class II, DQ alpha 1 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DQA2,"major histocompatibility complex, class II, DQ alpha 2 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DQB1,"major histocompatibility complex, class II, DQ beta 1 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DQB2,"major histocompatibility complex, class II, DQ beta 2 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DRA,"major histocompatibility complex, class II, DR alpha [KO:K06752]"
hsa05152,Tuberculosis,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DRB3,"major histocompatibility complex, class II, DR beta 3 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DRB4,"major histocompatibility complex, class II, DR beta 4 [KO:K06752]"
hsa05152,Tuberculosis,HLA-DRB5,"major histocompatibility complex, class II, DR beta 5 [KO:K06752]"
hsa05152,Tuberculosis,CD74,CD74 molecule [KO:K06505]
hsa05152,Tuberculosis,CREBBP,CREB binding protein [KO:K04498] [EC:2.3.1.48]
hsa05152,Tuberculosis,EP300,E1A binding protein p300 [KO:K04498] [EC:2.3.1.48]
hsa05152,Tuberculosis,IL10,interleukin 10 [KO:K05443]
hsa05152,Tuberculosis,IL10RA,interleukin 10 receptor subunit alpha [KO:K05134]
hsa05152,Tuberculosis,IL10RB,interleukin 10 receptor subunit beta [KO:K05135]
hsa05152,Tuberculosis,CTSS,cathepsin S [KO:K01368] [EC:3.4.22.27]
hsa05152,Tuberculosis,CLEC4E,C-type lectin domain family 4 member E [KO:K10059]
hsa05152,Tuberculosis,FCER1G,Fc epsilon receptor Ig [KO:K07983]
hsa05152,Tuberculosis,CLEC7A,C-type lectin domain containing 7A [KO:K10074]
hsa05152,Tuberculosis,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase [KO:K05704] [EC:2.7.10.2]"
hsa05152,Tuberculosis,SYK,spleen associated tyrosine kinase [KO:K05855] [EC:2.7.10.2]
hsa05152,Tuberculosis,CARD9,caspase recruitment domain family member 9 [KO:K12794]
hsa05152,Tuberculosis,MALT1,MALT1 paracaspase [KO:K07369] [EC:3.4.22.-]
hsa05152,Tuberculosis,BCL10,BCL10 immune signaling adaptor [KO:K07368]
hsa05152,Tuberculosis,NOD2,nucleotide binding oligomerization domain containing 2 [KO:K10165]
hsa05152,Tuberculosis,RIPK2,receptor interacting serine/threonine kinase 2 [KO:K08846] [EC:2.7.11.1]
hsa05152,Tuberculosis,HSPA9,heat shock protein family A (Hsp70) member 9 [KO:K04043]
hsa05152,Tuberculosis,HSPD1,heat shock protein family D (Hsp60) member 1 [KO:K04077] [EC:5.6.1.7]
hsa05152,Tuberculosis,LBP,lipopolysaccharide binding protein [KO:K05399]
hsa05152,Tuberculosis,TLR2,toll like receptor 2 [KO:K10159]
hsa05152,Tuberculosis,TLR1,toll like receptor 1 [KO:K05398]
hsa05152,Tuberculosis,TLR6,toll like receptor 6 [KO:K10169]
hsa05152,Tuberculosis,TLR4,toll like receptor 4 [KO:K10160]
hsa05152,Tuberculosis,CD14,CD14 molecule [KO:K04391]
hsa05152,Tuberculosis,TIRAP,TIR domain containing adaptor protein [KO:K05403]
hsa05152,Tuberculosis,MYD88,MYD88 innate immune signal transduction adaptor [KO:K04729]
hsa05152,Tuberculosis,IRAK4,interleukin 1 receptor associated kinase 4 [KO:K04733] [EC:2.7.11.1]
hsa05152,Tuberculosis,IRAK1,interleukin 1 receptor associated kinase 1 [KO:K04730] [EC:2.7.11.1]
hsa05152,Tuberculosis,IRAK2,interleukin 1 receptor associated kinase 2 [KO:K04731] [EC:2.7.11.1]
hsa05152,Tuberculosis,TRAF6,TNF receptor associated factor 6 [KO:K03175] [EC:2.3.2.27]
hsa05152,Tuberculosis,NFKB1,nuclear factor kappa B subunit 1 [KO:K02580]
hsa05152,Tuberculosis,RELA,"RELA proto-oncogene, NF-kB subunit [KO:K04735]"
hsa05152,Tuberculosis,MAPK14,mitogen-activated protein kinase 14 [KO:K04441] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK11,mitogen-activated protein kinase 11 [KO:K04441] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK13,mitogen-activated protein kinase 13 [KO:K04441] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK12,mitogen-activated protein kinase 12 [KO:K04441] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK1,mitogen-activated protein kinase 1 [KO:K04371] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK3,mitogen-activated protein kinase 3 [KO:K04371] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK8,mitogen-activated protein kinase 8 [KO:K04440] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK9,mitogen-activated protein kinase 9 [KO:K04440] [EC:2.7.11.24]
hsa05152,Tuberculosis,MAPK10,mitogen-activated protein kinase 10 [KO:K04440] [EC:2.7.11.24]
hsa05152,Tuberculosis,NOS2,nitric oxide synthase 2 [KO:K13241] [EC:1.14.13.39]
hsa05152,Tuberculosis,IL6,interleukin 6 [KO:K05405]
hsa05152,Tuberculosis,IL12A,interleukin 12A [KO:K05406]
hsa05152,Tuberculosis,IL12B,interleukin 12B [KO:K05425]
hsa05152,Tuberculosis,IL18,interleukin 18 [KO:K05482]
hsa05152,Tuberculosis,IL23A,interleukin 23 subunit alpha [KO:K05426]
hsa05152,Tuberculosis,IL1A,interleukin 1 alpha [KO:K04383]
hsa05152,Tuberculosis,IL1B,interleukin 1 beta [KO:K04519]
hsa05152,Tuberculosis,CEBPB,CCAAT enhancer binding protein beta [KO:K10048]
hsa05152,Tuberculosis,CEBPG,CCAAT enhancer binding protein gamma [KO:K10049]
hsa05152,Tuberculosis,TLR9,toll like receptor 9 [KO:K10161]
hsa05152,Tuberculosis,IFNA1,interferon alpha 1 [KO:K05414]
hsa05152,Tuberculosis,IFNA2,interferon alpha 2 [KO:K05414]
hsa05152,Tuberculosis,IFNA4,interferon alpha 4 [KO:K05414]
hsa05152,Tuberculosis,IFNA5,interferon alpha 5 [KO:K05414]
hsa05152,Tuberculosis,IFNA6,interferon alpha 6 [KO:K05414]
hsa05152,Tuberculosis,IFNA7,interferon alpha 7 [KO:K05414]
hsa05152,Tuberculosis,IFNA8,interferon alpha 8 [KO:K05414]
hsa05152,Tuberculosis,IFNA10,interferon alpha 10 [KO:K05414]
hsa05152,Tuberculosis,IFNA13,interferon alpha 13 [KO:K05414]
hsa05152,Tuberculosis,IFNA14,interferon alpha 14 [KO:K05414]
hsa05152,Tuberculosis,IFNA16,interferon alpha 16 [KO:K05414]
hsa05152,Tuberculosis,IFNA17,interferon alpha 17 [KO:K05414]
hsa05152,Tuberculosis,IFNA21,interferon alpha 21 [KO:K05414]
hsa05152,Tuberculosis,IFNB1,interferon beta 1 [KO:K05415]
hsa05152,Tuberculosis,CLEC4M,C-type lectin domain family 4 member M [KO:K06563]
hsa05152,Tuberculosis,CD209,CD209 molecule [KO:K06563]
hsa05152,Tuberculosis,ARHGEF12,Rho guanine nucleotide exchange factor 12 [KO:K07532]
hsa05152,Tuberculosis,RHOA,ras homolog family member A [KO:K04513]
hsa05152,Tuberculosis,LSP1,lymphocyte specific protein 1 [KO:K14957]
hsa05152,Tuberculosis,PLK3,polo like kinase 3 [KO:K08862] [EC:2.7.11.21]
hsa05152,Tuberculosis,KSR1,kinase suppressor of ras 1 [KO:K14958]
hsa05152,Tuberculosis,RAF1,"Raf-1 proto-oncogene, serine/threonine kinase [KO:K04366] [EC:2.7.11.1]"
hsa05152,Tuberculosis,TGFB1,transforming growth factor beta 1 [KO:K13375]
hsa05152,Tuberculosis,TGFB2,transforming growth factor beta 2 [KO:K13376]
hsa05152,Tuberculosis,TGFB3,transforming growth factor beta 3 [KO:K13377]
hsa05152,Tuberculosis,CYP27B1,cytochrome P450 family 27 subfamily B member 1 [KO:K07438] [EC:1.14.15.18]
hsa05152,Tuberculosis,VDR,vitamin D receptor [KO:K08539]
hsa05152,Tuberculosis,CAMP,cathelicidin antimicrobial peptide [KO:K13916]
hsa05152,Tuberculosis,C3,complement C3 [KO:K03990]
hsa05152,Tuberculosis,CR1,complement C3b/C4b receptor 1 (Knops blood group) [KO:K04011]
hsa05152,Tuberculosis,CR1L,complement C3b/C4b receptor 1 like [KO:K04011]
hsa05152,Tuberculosis,ITGAX,integrin subunit alpha X [KO:K06462]
hsa05152,Tuberculosis,ITGB2,integrin subunit beta 2 [KO:K06464]
hsa05152,Tuberculosis,ITGAM,integrin subunit alpha M [KO:K06461]
hsa05152,Tuberculosis,PLA2R1,phospholipase A2 receptor 1 [KO:K06560]
hsa05152,Tuberculosis,MRC1,mannose receptor C-type 1 [KO:K06560]
hsa05152,Tuberculosis,MRC2,mannose receptor C-type 2 [KO:K06560]
hsa05152,Tuberculosis,SPHK2,sphingosine kinase 2 [KO:K04718] [EC:2.7.1.91]
hsa05152,Tuberculosis,SPHK1,sphingosine kinase 1 [KO:K04718] [EC:2.7.1.91]
hsa05152,Tuberculosis,CALML6,calmodulin like 6 [KO:K02183]
hsa05152,Tuberculosis,CALML5,calmodulin like 5 [KO:K02183]
hsa05152,Tuberculosis,CALM1,calmodulin 1 [KO:K02183]
hsa05152,Tuberculosis,CALM2,calmodulin 2 [KO:K02183]
hsa05152,Tuberculosis,CALM3,calmodulin 3 [KO:K02183]
hsa05152,Tuberculosis,CALML3,calmodulin like 3 [KO:K02183]
hsa05152,Tuberculosis,CALML4,calmodulin like 4 [KO:K02183]
hsa05152,Tuberculosis,PIK3C3,phosphatidylinositol 3-kinase catalytic subunit type 3 [KO:K00914] [EC:2.7.1.137]
hsa05152,Tuberculosis,RAB5A,"RAB5A, member RAS oncogene family [KO:K07887]"
hsa05152,Tuberculosis,RAB5B,"RAB5B, member RAS oncogene family [KO:K07888]"
hsa05152,Tuberculosis,RAB5C,"RAB5C, member RAS oncogene family [KO:K07889]"
hsa05152,Tuberculosis,EEA1,early endosome antigen 1 [KO:K12478]
hsa05152,Tuberculosis,RAB7A,"RAB7A, member RAS oncogene family [KO:K07897]"
hsa05152,Tuberculosis,CTSD,cathepsin D [KO:K01379] [EC:3.4.23.5]
hsa05152,Tuberculosis,TCIRG1,"T cell immune regulator 1, ATPase H+ transporting V0 subunit a3 [KO:K02154]"
hsa05152,Tuberculosis,ATP6V0A2,ATPase H+ transporting V0 subunit a2 [KO:K02154]
hsa05152,Tuberculosis,ATP6V0A4,ATPase H+ transporting V0 subunit a4 [KO:K02154]
hsa05152,Tuberculosis,ATP6V0A1,ATPase H+ transporting V0 subunit a1 [KO:K02154]
hsa05152,Tuberculosis,ATP6V0D2,ATPase H+ transporting V0 subunit d2 [KO:K02146]
hsa05152,Tuberculosis,ATP6V0D1,ATPase H+ transporting V0 subunit d1 [KO:K02146]
hsa05152,Tuberculosis,ATP6V1H,ATPase H+ transporting V1 subunit H [KO:K02144]
hsa05152,Tuberculosis,ATP6AP1,ATPase H+ transporting accessory protein 1 [KO:K03662]
hsa05152,Tuberculosis,ATP6V0C,ATPase H+ transporting V0 subunit c [KO:K02155]
hsa05152,Tuberculosis,ATP6V0B,ATPase H+ transporting V0 subunit b [KO:K03661]
hsa05152,Tuberculosis,LAMP1,lysosomal associated membrane protein 1 [KO:K06528]
hsa05152,Tuberculosis,LAMP2,lysosomal associated membrane protein 2 [KO:K06528]
hsa05152,Tuberculosis,PPP3CA,protein phosphatase 3 catalytic subunit alpha [KO:K04348] [EC:3.1.3.16]
hsa05152,Tuberculosis,PPP3CB,protein phosphatase 3 catalytic subunit beta [KO:K04348] [EC:3.1.3.16]
hsa05152,Tuberculosis,PPP3CC,protein phosphatase 3 catalytic subunit gamma [KO:K04348] [EC:3.1.3.16]
hsa05152,Tuberculosis,PPP3R1,"protein phosphatase 3 regulatory subunit B, alpha [KO:K06268]"
hsa05152,Tuberculosis,PPP3R2,"protein phosphatase 3 regulatory subunit B, beta [KO:K06268]"
hsa05152,Tuberculosis,CORO1A,coronin 1A [KO:K13882]
hsa05152,Tuberculosis,IGH,immunoglobulin heavy variable 4-38-2-like [KO:K06856]
hsa05152,Tuberculosis,FCGR1A,Fc gamma receptor Ia [KO:K06498]
hsa05152,Tuberculosis,FCGR2A,Fc gamma receptor IIa [KO:K06472]
hsa05152,Tuberculosis,FCGR2B,Fc gamma receptor IIb [KO:K12560]
hsa05152,Tuberculosis,FCGR2C,Fc gamma receptor IIc (gene/pseudogene) [KO:K16824]
hsa05152,Tuberculosis,FCGR3B,low affinity immunoglobulin gamma Fc region receptor III-B [KO:K06463]
hsa05152,Tuberculosis,FCGR3A,Fc gamma receptor IIIa [KO:K06463]
hsa05152,Tuberculosis,FCGR3B,Fc gamma receptor IIIb [KO:K06463]
hsa05100,Bacterial invasion of epithelial cells,CDH1,cadherin 1 [KO:K05689]
hsa05100,Bacterial invasion of epithelial cells,CTNNB1,catenin beta 1 [KO:K02105]
hsa05100,Bacterial invasion of epithelial cells,CTNNA1,catenin alpha 1 [KO:K05691]
hsa05100,Bacterial invasion of epithelial cells,CTNNA2,catenin alpha 2 [KO:K05691]
hsa05100,Bacterial invasion of epithelial cells,CTNNA3,catenin alpha 3 [KO:K05691]
hsa05100,Bacterial invasion of epithelial cells,ARHGAP10,Rho GTPase activating protein 10 [KO:K13736]
hsa05100,Bacterial invasion of epithelial cells,MET,"MET proto-oncogene, receptor tyrosine kinase [KO:K05099] [EC:2.7.10.1]"
hsa05100,Bacterial invasion of epithelial cells,GAB1,GRB2 associated binding protein 1 [KO:K09593]
hsa05100,Bacterial invasion of epithelial cells,P3R3URF-PIK3R3,P3R3URF-PIK3R3 readthrough [KO:K02649]
hsa05100,Bacterial invasion of epithelial cells,PIK3R1,phosphoinositide-3-kinase regulatory subunit 1 [KO:K02649]
hsa05100,Bacterial invasion of epithelial cells,PIK3R2,phosphoinositide-3-kinase regulatory subunit 2 [KO:K02649]
hsa05100,Bacterial invasion of epithelial cells,PIK3R3,phosphoinositide-3-kinase regulatory subunit 3 [KO:K02649]
hsa05100,Bacterial invasion of epithelial cells,PIK3CA,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit alpha [KO:K00922] [EC:2.7.1.153]"
hsa05100,Bacterial invasion of epithelial cells,PIK3CB,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit beta [KO:K00922] [EC:2.7.1.153]"
hsa05100,Bacterial invasion of epithelial cells,PIK3CD,"phosphatidylinositol-4,5-bisphosphate 3-kinase catalytic subunit delta [KO:K00922] [EC:2.7.1.153]"
hsa05100,Bacterial invasion of epithelial cells,CRK,"CRK proto-oncogene, adaptor protein [KO:K04438]"
hsa05100,Bacterial invasion of epithelial cells,CRKL,"CRK like proto-oncogene, adaptor protein [KO:K04438]"
hsa05100,Bacterial invasion of epithelial cells,DOCK1,dedicator of cytokinesis 1 [KO:K13708]
hsa05100,Bacterial invasion of epithelial cells,CDC42,cell division cycle 42 [KO:K04393]
hsa05100,Bacterial invasion of epithelial cells,RAC1,Rac family small GTPase 1 [KO:K04392]
hsa05100,Bacterial invasion of epithelial cells,WASL,WASP like actin nucleation promoting factor [KO:K23612]
hsa05100,Bacterial invasion of epithelial cells,WASF1,WASP family member 1 [KO:K05753]
hsa05100,Bacterial invasion of epithelial cells,WASF2,WASP family member 2 [KO:K05748]
hsa05100,Bacterial invasion of epithelial cells,ACTR2,actin related protein 2 [KO:K17260]
hsa05100,Bacterial invasion of epithelial cells,ACTR3,actin related protein 3 [KO:K18584]
hsa05100,Bacterial invasion of epithelial cells,ACTR3B,actin related protein 3B [KO:K18584]
hsa05100,Bacterial invasion of epithelial cells,ACTR3C,actin related protein 3C [KO:K18584]
hsa05100,Bacterial invasion of epithelial cells,ARPC1B,actin related protein 2/3 complex subunit 1B [KO:K05757]
hsa05100,Bacterial invasion of epithelial cells,ARPC1A,actin related protein 2/3 complex subunit 1A [KO:K05757]
hsa05100,Bacterial invasion of epithelial cells,ARPC2,actin related protein 2/3 complex subunit 2 [KO:K05758]
hsa05100,Bacterial invasion of epithelial cells,ARPC3,actin related protein 2/3 complex subunit 3 [KO:K05756]
hsa05100,Bacterial invasion of epithelial cells,ARPC4,actin related protein 2/3 complex subunit 4 [KO:K05755]
hsa05100,Bacterial invasion of epithelial cells,ARPC5,actin related protein 2/3 complex subunit 5 [KO:K05754]
hsa05100,Bacterial invasion of epithelial cells,ARPC5L,actin related protein 2/3 complex subunit 5 like [KO:K05754]
hsa05100,Bacterial invasion of epithelial cells,ACTB,actin beta [KO:K05692]
hsa05100,Bacterial invasion of epithelial cells,ACTG1,actin gamma 1 [KO:K05692]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN1,septin 1 [KO:K13737]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN2,septin 2 [KO:K16942]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN9,septin 9 [KO:K16938]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN12,septin 12 [KO:K16938]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN3,septin 3 [KO:K16938]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN6,septin 6 [KO:K16939]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN8,septin 8 [KO:K16939]
hsa05100,Bacterial invasion of epithelial cells,SEPTIN11,septin 11 [KO:K16939]
hsa05100,Bacterial invasion of epithelial cells,CBL,Cbl proto-oncogene [KO:K04707] [EC:2.3.2.27]
hsa05100,Bacterial invasion of epithelial cells,SHC1,SHC adaptor protein 1 [KO:K06279]
hsa05100,Bacterial invasion of epithelial cells,SHC2,SHC adaptor protein 2 [KO:K17447]
hsa05100,Bacterial invasion of epithelial cells,SHC3,SHC adaptor protein 3 [KO:K17448]
hsa05100,Bacterial invasion of epithelial cells,SHC4,SHC adaptor protein 4 [KO:K17449]
hsa05100,Bacterial invasion of epithelial cells,CD2AP,CD2 associated protein [KO:K13738]
hsa05100,Bacterial invasion of epithelial cells,DNM1,dynamin 1 [KO:K01528] [EC:3.6.5.5]
hsa05100,Bacterial invasion of epithelial cells,DNM3,dynamin 3 [KO:K01528] [EC:3.6.5.5]
hsa05100,Bacterial invasion of epithelial cells,DNM2,dynamin 2 [KO:K23484] [EC:3.6.5.5]
hsa05100,Bacterial invasion of epithelial cells,CLTA,clathrin light chain A [KO:K04644]
hsa05100,Bacterial invasion of epithelial cells,CLTB,clathrin light chain B [KO:K04645]
hsa05100,Bacterial invasion of epithelial cells,CLTC,clathrin heavy chain [KO:K04646]
hsa05100,Bacterial invasion of epithelial cells,CLTCL1,clathrin heavy chain like 1 [KO:K04646]
hsa05100,Bacterial invasion of epithelial cells,CAV1,caveolin 1 [KO:K06278]
hsa05100,Bacterial invasion of epithelial cells,CAV2,caveolin 2 [KO:K12958]
hsa05100,Bacterial invasion of epithelial cells,CAV3,caveolin 3 [KO:K12959]
hsa05100,Bacterial invasion of epithelial cells,CTTN,cortactin [KO:K06106]
hsa05100,Bacterial invasion of epithelial cells,HCLS1,hematopoietic cell-specific Lyn substrate 1 [KO:K06106]
hsa05100,Bacterial invasion of epithelial cells,SRC,"SRC proto-oncogene, non-receptor tyrosine kinase [KO:K05704] [EC:2.7.10.2]"
hsa05100,Bacterial invasion of epithelial cells,PTK2,protein tyrosine kinase 2 [KO:K05725] [EC:2.7.10.2]
hsa05100,Bacterial invasion of epithelial cells,BCAR1,"BCAR1 scaffold protein, Cas family member [KO:K05726]"
hsa05100,Bacterial invasion of epithelial cells,PXN,paxillin [KO:K05760]
hsa05100,Bacterial invasion of epithelial cells,FN1,fibronectin 1 [KO:K05717]
hsa05100,Bacterial invasion of epithelial cells,ITGA5,integrin subunit alpha 5 [KO:K06484]
hsa05100,Bacterial invasion of epithelial cells,ITGB1,integrin subunit beta 1 [KO:K05719]
hsa05100,Bacterial invasion of epithelial cells,ILK,integrin linked kinase [KO:K06272] [EC:2.7.11.1]
hsa05100,Bacterial invasion of epithelial cells,MAD2L2,mitotic arrest deficient 2 like 2 [KO:K13728]
hsa05100,Bacterial invasion of epithelial cells,ARHGEF26,Rho guanine nucleotide exchange factor 26 [KO:K13744]
hsa05100,Bacterial invasion of epithelial cells,RHOG,ras homolog family member G [KO:K07863]
hsa05100,Bacterial invasion of epithelial cells,ELMO1,engulfment and cell motility 1 [KO:K12366]
hsa05100,Bacterial invasion of epithelial cells,ELMO2,engulfment and cell motility 2 [KO:K18985]
hsa05100,Bacterial invasion of epithelial cells,ELMO3,engulfment and cell motility 3 [KO:K19241]
hsa05100,Bacterial invasion of epithelial cells,RHOA,ras homolog family member A [KO:K04513]
hsa05100,Bacterial invasion of epithelial cells,VCL,vinculin [KO:K05700]
hsa05146,Amoebiasis,IL1B,interleukin 1 beta [KO:K04519]
hsa05146,Amoebiasis,IL1R1,interleukin 1 receptor type 1 [KO:K04386]
hsa05146,Amoebiasis,IL1R2,interleukin 1 receptor type 2 [KO:K04387]
hsa05146,Amoebiasis,NFKB1,nuclear factor kappa B subunit 1 [KO:K02580]
hsa05146,Amoebiasis,RELA,"RELA proto-oncogene, NF-kB subunit [KO:K04735]"
hsa05146,Amoebiasis,HSPB1,heat shock protein family B (small) member 1 [KO:K04455]
hsa05146,Amoebiasis,MUC2,"mucin 2, oligomeric mucus/gel-forming [KO:K10955]"
hsa05146,Amoebiasis,COL1A1,collagen type I alpha 1 chain [KO:K06236]
hsa05146,Amoebiasis,COL1A2,collagen type I alpha 2 chain [KO:K06236]
hsa05146,Amoebiasis,COL4A1,collagen type IV alpha 1 chain [KO:K06237]
hsa05146,Amoebiasis,COL4A2,collagen type IV alpha 2 chain [KO:K06237]
hsa05146,Amoebiasis,COL4A3,collagen type IV alpha 3 chain [KO:K06237]
hsa05146,Amoebiasis,COL4A4,collagen type IV alpha 4 chain [KO:K06237]
hsa05146,Amoebiasis,COL4A5,collagen type IV alpha 5 chain [KO:K06237]
hsa05146,Amoebiasis,COL4A6,collagen type IV alpha 6 chain [KO:K06237]
hsa05146,Amoebiasis,FN1,fibronectin 1 [KO:K05717]
hsa05146,Amoebiasis,LAMA1,laminin subunit alpha 1 [KO:K05637]
hsa05146,Amoebiasis,LAMA2,laminin subunit alpha 2 [KO:K05637]
hsa05146,Amoebiasis,LAMA3,laminin subunit alpha 3 [KO:K06240]
hsa05146,Amoebiasis,LAMA5,laminin subunit alpha 5 [KO:K06240]
hsa05146,Amoebiasis,LAMA4,laminin subunit alpha 4 [KO:K06241]
hsa05146,Amoebiasis,LAMB1,laminin subunit beta 1 [KO:K05636]
hsa05146,Amoebiasis,LAMB2,laminin subunit beta 2 [KO:K06243]
hsa05146,Amoebiasis,LAMB3,laminin subunit beta 3 [KO:K06244]
hsa05146,Amoebiasis,LAMB4,laminin subunit beta 4 [KO:K06245]
hsa05146,Amoebiasis,LAMC1,laminin subunit gamma 1 [KO:K05635]
hsa05146,Amoebiasis,LAMC2,laminin subunit gamma 2 [KO:K06246]
hsa05146,Amoebiasis,LAMC3,laminin subunit gamma 3 [KO:K06247]
hsa05146,Amoebiasis,CASP3,caspase 3 [KO:K02187] [EC:3.4.22.56]
hsa05146,Amoebiasis,IGH,immunoglobulin heavy variable 4-38-2-like [KO:K06856]
hsa05146,Amoebiasis,GNAQ,G protein subunit alpha q [KO:K04634]
hsa05146,Amoebiasis,GNA11,G protein subunit alpha 11 [KO:K04635]
hsa05146,Amoebiasis,GNA14,G protein subunit alpha 14 [KO:K04636]
hsa05146,Amoebiasis,GNA15,G protein subunit alpha 15 [KO:K04637]
hsa05146,Amoebiasis,PLCB1,phospholipase C beta 1 [KO:K05858] [EC:3.1.4.11]
hsa05146,Amoebiasis,PLCB2,phospholipase C beta 2 [KO:K05858] [EC:3.1.4.11]
hsa05146,Amoebiasis,PLCB3,phospholipase C beta 3 [KO:K05858] [EC:3.1.4.11]
hsa05146,Amoebiasis,PLCB4,phospholipase C beta 4 [KO:K05858] [EC:3.1.4.11]
hsa05146,Amoebiasis,PRKCA,protein kinase C alpha [KO:K02677] [EC:2.7.11.13]
hsa05146,Amoebiasis,PRKCB,protein kinase C beta [KO:K19662] [EC:2.7.11.13]
hsa05146,Amoebiasis,PRKCG,protein kinase C gamma [KO:K19663] [EC:2.7.11.13]
hsa05146,Amoebiasis,GNAS,GNAS complex locus [KO:K04632]
hsa05146,Amoebiasis,GNAL,G protein subunit alpha L [KO:K04633]
hsa05146,Amoebiasis,ADCY1,adenylate cyclase 1 [KO:K08041] [EC:4.6.1.1]
hsa05146,Amoebiasis,PRKACA,protein kinase cAMP-activated catalytic subunit alpha [KO:K04345] [EC:2.7.11.11]
hsa05146,Amoebiasis,PRKACB,protein kinase cAMP-activated catalytic subunit beta [KO:K04345] [EC:2.7.11.11]
hsa05146,Amoebiasis,PRKACG,protein kinase cAMP-activated catalytic subunit gamma [KO:K04345] [EC:2.7.11.11]
hsa05146,Amoebiasis,RAB5A,"RAB5A, member RAS oncogene family [KO:K07887]"
hsa05146,Amoebiasis,RAB5B,"RAB5B, member RAS oncogene family [KO:K07888]"
hsa05146,Amoebiasis,RAB5C,"RAB5C, member RAS oncogene family [KO:K07889]"
hsa05146,Amoebiasis,RAB7A,"RAB7A, member RAS oncogene family [KO:K07897]"
hsa05146,Amoebiasis,RAB7B,"RAB7B, member RAS oncogene family [KO:K07898]"
hsa05146,Amoebiasis,TLR2,toll like receptor 2 [KO:K10159]
hsa05146,Amoebiasis,TLR4,toll like receptor 4 [KO:K10160]
hsa05146,Amoebiasis,CD14,CD14 molecule [KO:K04391]
hsa05146,Amoebiasis,IL6,interleukin 6 [KO:K05405]
